Place,StateCode,County
leonore,il,lasalle
lerna,il,coles
leroy,il,boone
levan,il,jackson
levee,il,pike
lewistown,il,fulton
lewistown_township,il,fulton
lexington,il,mclean
lexington_township,il,mclean
leyden,il,cook
liberty,il,adams
liberty_township_(adams_cnty),il,adams
liberty_township_(effingham_cnty),il,effingham
libertyville,il,lake
libertyville_township,il,lake
licking,il,crawford
lily_lake,il,kane
lima,il,adams
lima_township,il,adams
limestone,il,kankakee
limestone_township_(kankakee_cnty),il,kankakee
limestone_township_(peoria_cnty),il,peoria
lincoln,il,logan
lincoln_township,il,ogle
lincolnshire,il,lake
lincolnwood,il,cook
lindenhurst,il,lake
linder,il,greene
linn,il,woodford
lisbon,il,kendall
lisbon_township,il,kendall
lisle,il,dupage
lisle_township,il,dupage
litchfield,il,montgomery
little_mackinaw,il,tazewell
little_rock,il,kendall
little_york,il,warren
littleton,il,schuyler
littleton_township,il,schuyler
lively_grove,il,washington
liverpool,il,fulton
liverpool_township,il,fulton
livingston,il,madison
loami,il,sangamon
loami_township,il,sangamon
lockport,il,will
lockport_township,il,will
locust,il,christian
loda,il,iroquois
loda_township,il,iroquois
logan,il,peoria
lomax,il,henderson
lomax_township,il,henderson
lombard,il,dupage
london_mills,il,fulton
lone_grove,il,fayette
long_branch,il,saline
long_creek,il,macon
long_creek_township,il,macon
long_grove,il,lake
long_point,il,livingston
long_point_township,il,livingston
longview,il,champaign
looking_glass,il,clinton
loraine,il,adams
loraine_township,il,henry
loran,il,stephenson
lost_nation,il,ogle
lostant,il,lasalle
loudon,il,fayette
louisville,il,clay
louisville_township,il,clay
love,il,vermilion
lovejoy,il,iroquois
loves_park,il,winnebago
lovington,il,moultrie
lovington_township,il,moultrie
lowe,il,moultrie
lucas,il,effingham
ludlow,il,champaign
ludlow_township,il,champaign
lukin,il,lawrence
lyman,il,ford
lynchburg,il,mason
lyndon,il,whiteside
lyndon_township,il,whiteside
lynn_township_(henry_cnty),il,henry
lynn_township_(knox_cnty),il,knox
lynnville,il,morgan
lynnville_township,il,ogle
lynwood,il,cook
lyons,il,cook
lyons_township,il,cook
macedonia,il,franklin
machesney_park,il,winnebago
mackinaw,il,tazewell
mackinaw_township,il,tazewell
macomb,il,mcdonough
macomb_city,il,mcdonough
macomb_township,il,mcdonough
macon,il,macon
macon_township,il,bureau
madison,il,madison
madison_township,il,richland
maeystown,il,monroe
magnolia,il,putnam
magnolia_township,il,putnam
mahomet,il,champaign
mahomet_township,il,champaign
maine_township_(cook_cnty),il,cook
maine_township_(grundy_cnty),il,grundy
makanda,il,jackson
makanda_township,il,jackson
malden,il,bureau
malone,il,tazewell
malta,il,dekalb
malta_township,il,dekalb
manchester,il,scott
manchester_township,il,boone
manhattan,il,will
manhattan_township,il,will
manito,il,mason
manito_township,il,mason
manlius,il,bureau
manlius_township_(bureau_cnty),il,bureau
manlius_township_(la_salle_cnty),il,lasalle
mansfield,il,piatt
manteno,il,kankakee
manteno_township,il,kankakee
maple_park,il,kane
mapleton,il,peoria
maquon,il,knox
maquon_township,il,knox
marengo,il,mchenry
marengo_township,il,mchenry
marietta,il,fulton
marine,il,madison
marine_township,il,madison
marion,il,williamson
marion_township_(lee_cnty),il,lee
marion_township_(ogle_cnty),il,ogle
marissa,il,st._clair
marissa_township,il,st._clair
mark,il,putnam
markham,il,cook
maroa,il,macon
maroa_township,il,macon
marquette_heights,il,tazewell
marrowbone,il,moultrie
marseilles,il,lasalle
marshall,il,clark
marshall_township,il,clark
martin_township_(crawford_cnty),il,crawford
martin_township_(mclean_cnty),il,mclean
martinsburg,il,pike
martinsville,il,clark
martinsville_township,il,clark
martinton,il,iroquois
martinton_township,il,iroquois
maryland,il,ogle
maryville,il,madison
mascoutah,il,st._clair
mascoutah_township,il,st._clair
mason_city,il,mason
mason_city_township,il,mason
mason_town,il,effingham
mason_township,il,effingham
massilon,il,wayne
matherville,il,mercer
matteson,il,cook
mattoon,il,coles
mattoon_township,il,coles
maunie,il,white
maxwell,il,sangamon
may_township_(christian_cnty),il,christian
may_township_(lee_cnty),il,lee
mayberry,il,hamilton
mayfield,il,dekalb
maywood,il,cook
mazon,il,grundy
mazon_township,il,grundy
mcclellan,il,jefferson
mcclure,il,alexander
mccook,il,cook
mccullom_lake,il,mchenry
mchenry,il,mchenry
mchenry_township,il,mchenry
mckee,il,adams
mckendree,il,vermilion
mclean,il,mclean
mcleansboro,il,hamilton
mcleansboro_township,il,hamilton
mcnabb,il,putnam
meacham,il,marion
mechanicsburg,il,sangamon
mechanicsburg_township,il,sangamon
media,il,henderson
media_township,il,henderson
medina,il,peoria
medora,il,macoupin
melrose_park,il,cook
melrose_township_(adams_cnty),il,adams
melrose_township_(clark_cnty),il,clark
melvin,il,ford
mendon,il,adams
mendon_township,il,adams
mendota,il,lasalle
mendota_township,il,lasalle
menominee,il,jo_daviess
menominee_township,il,jo_daviess
mercer,il,mercer
meredosia,il,morgan
meriden,il,lasalle
meridian,il,clinton
merrionette_park,il,cook
metamora,il,woodford
metamora_township,il,woodford
metcalf,il,edgar
metropolis,il,massac
mettawa,il,lake
middlefork,il,vermilion
middleport,il,iroquois
middletown,il,logan
midlothian,il,cook
milan,il,rock_island
milan_township,il,dekalb
milford,il,iroquois
milford_township,il,iroquois
milks_grove,il,iroquois
mill_creek,il,union
mill_shoals,il,white
mill_shoals_township,il,white
millbrook,il,kendall
millbrook_township,il,peoria
milledgeville,il,carroll
miller,il,lasalle
millersburg,il,mercer
millington,il,lasalle
mills,il,bond
millstadt,il,st._clair
millstadt_township,il,st._clair
milo,il,bureau
milton,il,pike
milton_township,il,dupage
mineral,il,bureau
mineral_township,il,bureau
minier,il,tazewell
minonk,il,woodford
minonk_township,il,woodford
minooka,il,grundy
mission,il,lasalle
mississippi,il,jersey
missouri,il,brown
mitchell,il,madison
moccasin,il,effingham
modesto,il,macoupin
mokena,il,will
moline,il,rock_island
moline_township,il,rock_island
momence,il,kankakee
momence_township,il,kankakee
mona,il,ford
monee,il,will
monee_township,il,will
money_creek,il,mclean
monmouth,il,warren
monmouth_township,il,warren
monroe,il,ogle
monroe_center,il,ogle
montebello,il,hancock
montezuma,il,pike
montgomery,il,kendall
montgomery_township_(crawford_cnty),il,crawford
montgomery_township_(woodford_cnty),il,woodford
monticello,il,piatt
monticello_township,il,piatt
montmorency,il,whiteside
montrose,il,effingham
moores_prairie,il,jefferson
moraine,il,lake
morgan,il,coles
moro,il,madison
morris,il,grundy
morris_township,il,grundy
morrison,il,whiteside
morrisonville,il,christian
morton,il,tazewell
morton_grove,il,cook
morton_township,il,tazewell
mosquito,il,christian
mound_city,il,pulaski
mound_station,il,brown
mound_township_(effingham_cnty),il,effingham
mound_township_(mcdonough_cnty),il,mcdonough
mounds,il,pulaski
mount_auburn,il,christian
mount_auburn_township,il,christian
mount_carmel,il,wabash
mount_carroll,il,carroll
mount_carroll_township,il,carroll
mount_clare,il,macoupin
mount_erie,il,wayne
mount_erie_township,il,wayne
mount_hope,il,mclean
mount_morris,il,ogle
mount_morris_township,il,ogle
mount_olive,il,macoupin
mount_olive_township,il,macoupin
mount_pleasant,il,whiteside
mount_prospect,il,cook
mount_pulaski,il,logan
mount_pulaski_township,il,logan
mount_sterling,il,brown
mount_sterling_township,il,brown
mount_vernon,il,jefferson
mount_vernon_township,il,jefferson
mount_zion,il,macon
mount_zion_township,il,macon
mountain,il,saline
moweaqua,il,shelby
moweaqua_township,il,shelby
muddy,il,saline
mulberry_grove,il,bond
mulberry_grove_township,il,bond
mulkeytown,il,franklin
muncie,il,vermilion
mundelein,il,lake
munson,il,henry
murdock,il,douglas
murphysboro,il,jackson
murphysboro_township,il,jackson
murrayville,il,morgan
na-au-say,il,kendall
nachusa,il,lee
nameoki,il,madison
naperville,il,dupage
naperville_township,il,dupage
naplate,il,lasalle
naples,il,scott
nashville,il,washington
nashville_township,il,washington
nason,il,jefferson
nauvoo,il,hancock
nauvoo_township,il,hancock
nebo,il,pike
nebraska,il,livingston
nelson,il,lee
nelson_township,il,lee
neoga,il,cumberland
neoga_township,il,cumberland
neponset,il,bureau
neponset_township,il,bureau
nettle_creek,il,grundy
nevada,il,livingston
new_athens,il,st._clair
new_athens_township,il,st._clair
new_baden,il,clinton
new_bedford,il,bureau
new_berlin,il,sangamon
new_berlin_township,il,sangamon
new_boston,il,mercer
new_boston_township,il,mercer
new_burnside,il,johnson
new_canton,il,pike
new_douglas,il,madison
new_douglas_township,il,madison
new_grand_chain,il,pulaski
new_haven,il,gallatin
new_haven_township,il,gallatin
new_holland,il,logan
new_lenox,il,will
new_lenox_township,il,will
new_milford,il,winnebago
new_minden,il,washington
new_salem,il,pike
new_salem_township_(mcdonough_cnty),il,mcdonough
new_salem_township_(pike_cnty),il,pike
new_trier,il,cook
newark,il,kendall
newburg,il,pike
newcomb,il,champaign
newell,il,vermilion
newman,il,douglas
newman_township,il,douglas
newmansville,il,cass
newport,il,lake
newton,il,jasper
newton_township,il,whiteside
newtown,il,livingston
niantic,il,macon
niantic_township,il,macon
niles,il,cook
niles_township,il,cook
nilwood_town,il,macoupin
nilwood_township,il,macoupin
nixon,il,de_witt
noble,il,richland
noble_township,il,richland
nokomis,il,montgomery
nokomis_township,il,montgomery
nora,il,jo_daviess
nora_township,il,jo_daviess
normal_town,il,mclean
norman,il,grundy
norridge,il,cook
norris,il,fulton
norris_city,il,white
north_aurora,il,kane
north_barrington,il,lake
north_chicago,il,lake
north_city,il,franklin
north_fork,il,gallatin
north_henderson,il,mercer
north_henderson_township,il,mercer
north_litchfield,il,montgomery
north_muddy,il,jasper
north_okaw,il,coles
north_otter,il,macoupin
north_palmyra,il,macoupin
north_pekin,il,tazewell
north_riverside,il,cook
north_utica,il,lasalle
northbrook,il,cook
northeast,il,adams
northern,il,franklin
northfield,il,cook
northfield_township,il,cook
northlake,il,cook
northville,il,lasalle
norton,il,kankakee
norwood,il,peoria
norwood_park,il,cook
nunda,il,mchenry
oak_brook,il,dupage
oak_forest,il,cook
oak_grove,il,rock_island
oak_lawn,il,cook
oak_park,il,cook
oak_park_township,il,cook
oak_run,il,knox
oakbrook_terrace,il,dupage
oakdale,il,washington
oakdale_township,il,washington
oakford,il,menard
oakland,il,coles
oakland_township,il,schuyler
oakley,il,macon
oakwood,il,vermilion
oakwood_hills,il,mchenry
oakwood_township,il,vermilion
oblong,il,crawford
oblong_township,il,crawford
oconee,il,shelby
oconee_township,il,shelby
odell,il,livingston
odell_township,il,livingston
odin,il,marion
odin_township,il,marion
o'fallon,il,st._clair
o'fallon_township,il,st._clair
ogden,il,champaign
ogden_township,il,champaign
oglesby,il,lasalle
ohio,il,bureau
ohio_grove,il,mercer
ohio_township,il,bureau
ohlman,il,montgomery
okaw,il,shelby
okawville,il,washington
okawville_township,il,washington
old_mill_creek,il,lake
old_ripley,il,bond
old_ripley_township,il,bond
old_shawneetown,il,gallatin
old_town,il,mclean
olio,il,woodford
olive,il,madison
olive_branch,il,alexander
olivet,il,vermilion
olmsted,il,pulaski
olney,il,richland
olney_township,il,richland
olympia_fields,il,cook
omaha,il,gallatin
omaha_township,il,gallatin
omega,il,marion
omphghent,il,madison
onarga,il,iroquois
onarga_township,il,iroquois
oneco,il,stephenson
oneida,il,knox
ontario,il,knox
opdyke,il,jefferson
ophir,il,lasalle
oquawka,il,henderson
oquawka_township,il,henderson
ora,il,jackson
oran,il,logan
orange_township_(clark_cnty),il,clark
orange_township_(knox_cnty),il,knox
orangeville,il,stephenson
orchard,il,wayne
oreana,il,macon
oregon,il,ogle
oregon-nashua,il,ogle
orel,il,wayne
orient,il,franklin
orion,il,henry
orion_township,il,fulton
orland,il,cook
orland_hills,il,cook
orland_park,il,cook
orvil,il,logan
osage,il,lasalle
osceola,il,stark
osco,il,henry
oskaloosa,il,clay
oswego,il,kendall
oswego_township,il,kendall
otego,il,fayette
ottawa,il,lasalle
ottawa_township,il,lasalle
otter_creek_township_(jersey_cnty),il,jersey
otter_creek_township_(la_salle_cnty),il,lasalle
otterville,il,jersey
otto,il,kankakee
owaneco,il,christian
owego,il,livingston
owen,il,winnebago
oxford,il,henry
paderborn,il,st._clair
palatine,il,cook
palatine_township,il,cook
palestine,il,crawford
palestine_township,il,woodford
palmer,il,christian
palmyra,il,macoupin
palmyra_township,il,lee
palos,il,cook
palos_heights,il,cook
palos_hills,il,cook
palos_park,il,cook
pana,il,christian
pana_township,il,christian
panama,il,montgomery
panola,il,woodford
panola_township,il,woodford
panther_creek,il,cass
papineau,il,iroquois
papineau_township,il,iroquois
paradise,il,coles
paris,il,edgar
paris_township,il,edgar
park_city,il,lake
park_forest,il,cook
park_ridge,il,cook
parker,il,clark
parkersburg,il,richland
partridge,il,woodford
patoka,il,marion
patoka_township,il,marion
patterson,il,greene
patton,il,ford
paw_paw,il,lee
paw_paw_township,il,dekalb
pawnee,il,sangamon
pawnee_township,il,sangamon
paxton,il,ford
payson,il,adams
payson_township,il,adams
pea_ridge,il,brown
peach_orchard,il,ford
pearl,il,pike
pearl_city,il,stephenson
pearl_township,il,pike
pecatonica,il,winnebago
pecatonica_township,il,winnebago
pekin,il,tazewell
pekin_township,il,tazewell
pella,il,ford
pembroke,il,kankakee
pendleton,il,jefferson
penfield,il,champaign
penn,il,stark
pennsylvania,il,mason
peoria,il,peoria
peoria_city,il,peoria
peoria_heights,il,peoria
peotone,il,will
peotone_township,il,will
percy,il,randolph
perry,il,pike
perry_township,il,pike
perryton,il,mercer
persifer,il,knox
peru,il,lasalle
peru_township,il,lasalle
pesotum,il,champaign
pesotum_township,il,champaign
petersburg,il,menard
petty,il,lawrence
phenix,il,henry
philadelphia,il,cass
phillips,il,white
phillipstown,il,white
philo,il,champaign
philo_township,il,champaign
phoenix,il,cook
piasa,il,jersey
pickaway,il,shelby
pierce,il,dekalb
pierron,il,bond
pigeon_grove,il,iroquois
pike,il,livingston
pilot_grove,il,hancock
pilot_knob,il,washington
pilot_township_(kankakee_cnty),il,kankakee
pilot_township_(vermilion_cnty),il,vermilion
pin_oak,il,madison
pinckneyville,il,perry
pine_creek,il,ogle
pine_rock,il,ogle
pingree_grove,il,kane
piper_city,il,ford
pistakee_highlands,il,mchenry
pitman,il,montgomery
pittsburg,il,williamson
pittsfield,il,pike
pittsfield_township,il,pike
pixley,il,clay
plainfield,il,will
plainfield_township,il,will
plainville,il,adams
plano,il,kendall
plato,il,kane
plattville,il,kendall
pleasant,il,fulton
pleasant_grove,il,coles
pleasant_hill,il,pike
pleasant_hill_township,il,pike
pleasant_mound,il,bond
pleasant_plains,il,sangamon
pleasant_ridge,il,livingston
pleasant_vale,il,pike
pleasant_valley,il,jo_daviess
pleasant_view,il,macon
plum_hill,il,washington
plymouth,il,hancock
pocahontas,il,bond
point_pleasant,il,warren
polk,il,macoupin
polo,il,ogle
pomona,il,jackson
pontiac,il,livingston
pontiac_township,il,livingston
pontoon_beach,il,madison
pontoosuc,il,hancock
pontoosuc_township,il,hancock
pope,il,fayette
poplar_grove,il,boone
poplar_grove_township,il,boone
port_barrington,il,mchenry
port_byron,il,rock_island
port_byron_township,il,rock_island
portland,il,whiteside
posen,il,cook
potomac,il,vermilion
prairie_city,il,mcdonough
prairie_city_township,il,mcdonough
prairie_creek,il,logan
prairie_du_long,il,st._clair
prairie_du_rocher,il,randolph
prairie_green,il,iroquois
prairie_grove,il,mchenry
prairie_township_(crawford_cnty),il,crawford
prairie_township_(edgar_cnty),il,edgar
prairie_township_(hancock_cnty),il,hancock
prairie_township_(shelby_cnty),il,shelby
prairieton,il,christian
preemption,il,mercer
prestbury,il,kane
preston,il,richland
preston_heights,il,will
princeton,il,bureau
princeton_township,il,bureau
princeville,il,peoria
princeville_township,il,peoria
prophetstown,il,whiteside
prophetstown_township,il,whiteside
prospect_heights,il,cook
proviso,il,cook
pulaski,il,pulaski
putman,il,fulton
quarry,il,jersey
quincy,il,adams
quincy_township,il,adams
quiver,il,mason
raccoon,il,marion
radnor,il,peoria
radom,il,washington
raleigh,il,saline
raleigh_township,il,saline
ramsey,il,fayette
ramsey_township,il,fayette
randolph,il,mclean
rankin,il,vermilion
ransom,il,lasalle
rantoul,il,champaign
rantoul_township,il,champaign
rapids_city,il,rock_island
raritan,il,henderson
raritan_township,il,henderson
rawlins,il,jo_daviess
raymond,il,montgomery
raymond_township_(champaign_cnty),il,champaign
raymond_township_(montgomery_cnty),il,montgomery
reading,il,livingston
rector,il,saline
red_bud,il,randolph
reddick,il,kankakee
redmon,il,edgar
reed,il,will
reynolds,il,rock_island
reynolds_township,il,lee
rice,il,jo_daviess
rich,il,cook
richfield,il,adams
richland_grove,il,mercer
richland_township_(la_salle_cnty),il,lasalle
richland_township_(marshall_cnty),il,marshall
richland_township_(shelby_cnty),il,shelby
richmond,il,mchenry
richmond_township,il,mchenry
richton_park,il,cook
richview,il,washington
richview_township,il,washington
richwood,il,jersey
richwoods,il,peoria
ricks,il,christian
ridge,il,shelby
ridge_farm,il,vermilion
ridgeland,il,iroquois
ridgway,il,gallatin
ridgway_township,il,gallatin
ridott,il,stephenson
ridott_township,il,stephenson
riley,il,mchenry
ringwood,il,mchenry
rio,il,knox
rio_township,il,knox
ripley,il,brown
ripley_township,il,brown
river_forest,il,cook
river_forest_township,il,cook
river_grove,il,cook
riverdale,il,cook
riverside,il,cook
riverside_township_(adams_cnty),il,adams
riverside_township_(cook_cnty),il,cook
riverton,il,sangamon
riverwoods,il,lake
rivoli,il,mercer
roanoke,il,woodford
roanoke_township,il,woodford
robbins,il,cook
roberts,il,ford
roberts_township,il,marshall
robinson,il,crawford
robinson_township,il,crawford
rochelle,il,ogle
rochester,il,sangamon
rochester_township,il,sangamon
rock_city,il,stephenson
rock_creek,il,hancock
rock_creek-lima,il,carroll
rock_falls,il,whiteside
rock_grove,il,stephenson
rock_island,il,rock_island
rock_island_arsenal,il,rock_island
rock_island_township,il,rock_island
rock_run,il,stephenson
rockbridge,il,greene
rockbridge_township,il,greene
rockdale,il,will
rockford,il,winnebago
rockford_township,il,winnebago
rockton,il,winnebago
rockton_township,il,winnebago
rockvale,il,ogle
rockville,il,kankakee
rockwood,il,randolph
rocky_run,il,hancock
rogers,il,ford
rolling_meadows,il,cook
rome_cdp,il,peoria
rome_township,il,jefferson
romeoville,il,will
romine,il,marion
roodhouse,il,greene
roodhouse_township,il,greene
rooks_creek,il,livingston
rosamond,il,christian
roscoe,il,winnebago
roscoe_township,il,winnebago
rose,il,shelby
rose_hill,il,jasper
rosedale,il,jersey
rosefield,il,peoria
roselle,il,dupage
rosemont,il,cook
roseville,il,warren
roseville_township,il,warren
rosewood_heights,il,madison
rosiclare,il,hardin
ross_township_(edgar_cnty),il,edgar
ross_township_(pike_cnty),il,pike
ross_township_(vermilion_cnty),il,vermilion
rossville,il,vermilion
round_grove,il,livingston
round_lake,il,lake
round_lake_beach,il,lake
round_lake_heights,il,lake
round_lake_park,il,lake
rountree,il,montgomery
roxana,il,madison
royal,il,champaign
royal_lakes,il,macoupin
royalton,il,franklin
rozetta,il,henderson
rubicon,il,greene
ruma,il,randolph
rural_township_(rock_island_cnty),il,rock_island
rural_township_(shelby_cnty),il,shelby
rush,il,jo_daviess
rushville,il,schuyler
rushville_township,il,schuyler
russell,il,lawrence
russellville,il,lawrence
rutland,il,lasalle
rutland_township_(kane_cnty),il,kane
rutland_township_(la_salle_cnty),il,lasalle
rutledge,il,de_witt
ruyle,il,jersey
sadorus,il,champaign
sadorus_township,il,champaign
sailor_springs,il,clay
salem,il,marion
salem_township_(carroll_cnty),il,carroll
salem_township_(knox_cnty),il,knox
salem_township_(marion_cnty),il,marion
salina,il,kankakee
saline,il,madison
salt_creek,il,mason
sammons_point,il,kankakee
san_jose,il,mason
sand_prairie,il,tazewell
sand_ridge,il,jackson
sandoval,il,marion
sandoval_township,il,marion
sandwich,il,dekalb
sandwich_township,il,dekalb
sangamon,il,piatt
sangamon_valley,il,cass
santa_anna,il,de_witt
santa_fe,il,clinton
saratoga_township_(grundy_cnty),il,grundy
saratoga_township_(marshall_cnty),il,marshall
sargent,il,douglas
sauget,il,st._clair
sauk_village,il,cook
saunemin,il,livingston
saunemin_township,il,livingston
savanna,il,carroll
savanna_township,il,carroll
savoy,il,champaign
sawyerville,il,macoupin
saybrook,il,mclean
scales_mound,il,jo_daviess
scales_mound_township,il,jo_daviess
schaumburg,il,cook
schaumburg_township,il,cook
schiller_park,il,cook
schram_city,il,montgomery
sciota,il,mcdonough
sciota_township,il,mcdonough
scotland,il,mcdonough
scott_township_(champaign_cnty),il,champaign
scott_township_(ogle_cnty),il,ogle
scottville,il,macoupin
scottville_township,il,macoupin
seaton,il,mercer
seatonville,il,bureau
secor,il,woodford
sefton,il,fayette
selby,il,bureau
seminary,il,fayette
senachwine,il,putnam
seneca,il,lasalle
seneca_township,il,mchenry
serena,il,lasalle
sesser,il,franklin
seven_hickory,il,coles
seward_township_(kendall_cnty),il,kendall
seward_township_(winnebago_cnty),il,winnebago
seymour,il,champaign
shabbona,il,dekalb
shabbona_township,il,dekalb
shafter,il,fayette
shannon,il,carroll
sharon,il,fayette
shawnee,il,gallatin
shawneetown,il,gallatin
shaws_point,il,macoupin
sheffield,il,bureau
shelbyville,il,shelby
shelbyville_township,il,shelby
sheldon,il,iroquois
sheldon_township,il,iroquois
sheridan,il,lasalle
sheridan_township,il,logan
sherman,il,sangamon
sherman_township,il,mason
sherrard,il,mercer
shields,il,lake
shiloh,il,st._clair
shiloh_township_(edgar_cnty),il,edgar
shiloh_township_(jefferson_cnty),il,jefferson
shiloh_valley,il,st._clair
shipman_town,il,macoupin
shipman_township,il,macoupin
shirland,il,winnebago
shoal_creek,il,bond
shorewood,il,will
shumway,il,effingham
sibley,il,ford
sidell,il,vermilion
sidell_township,il,vermilion
sidney,il,champaign
sidney_township,il,champaign
sigel_town,il,shelby
sigel_township,il,shelby
silver_creek,il,stephenson
silvis,il,rock_island
simpson,il,johnson
sims,il,wayne
six_mile,il,franklin
skokie,il,cook
sleepy_hollow,il,kane
smallwood,il,jasper
smithboro,il,bond
smithfield,il,fulton
smithton,il,st._clair
smithton_township,il,st._clair
somer,il,champaign
somerset,il,jackson
somonauk,il,dekalb
somonauk_township,il,dekalb
songer,il,clay
sonora,il,hancock
sorento,il,bond
south_barrington,il,cook
south_beloit,il,winnebago
south_chicago_heights,il,cook
south_crouch,il,hamilton
south_dixon,il,lee
south_elgin,il,kane
south_fillmore,il,montgomery
south_flannigan,il,hamilton
south_fork,il,christian
south_grove,il,dekalb
south_holland,il,cook
south_homer,il,champaign
south_hurricane,il,fayette
south_jacksonville,il,morgan
south_litchfield,il,montgomery
south_macon,il,macon
south_moline,il,rock_island
south_muddy,il,jasper
south_ottawa,il,lasalle
south_otter,il,macoupin
south_palmyra,il,macoupin
south_pekin,il,tazewell
south_rock_island,il,rock_island
south_ross,il,vermilion
south_roxana,il,madison
south_twigg,il,hamilton
south_wheatland,il,macon
south_wilmington,il,grundy
southern_view,il,sangamon
southwest,il,crawford
sparland,il,marshall
sparta,il,randolph
sparta_township,il,knox
spaulding,il,sangamon
spillertown,il,williamson
spring,il,boone
spring_bay,il,woodford
spring_bay_township,il,woodford
spring_creek,il,pike
spring_garden,il,jefferson
spring_grove,il,mchenry
spring_grove_township,il,warren
spring_lake,il,tazewell
spring_point,il,cumberland
spring_valley,il,bureau
springerton,il,white
springfield,il,sangamon
springfield_township,il,sangamon
squaw_grove,il,dekalb
st._albans,il,hancock
st._anne,il,kankakee
st._anne_township,il,kankakee
st._augustine,il,knox
st._charles,il,kane
st._charles_township,il,kane
st._clair,il,st._clair
st._david,il,fulton
st._elmo,il,fayette
st._francis,il,effingham
st._francisville,il,lawrence
st._jacob,il,madison
st._jacob_township,il,madison
st._johns,il,perry
st._joseph,il,champaign
st._joseph_township,il,champaign
st._libory,il,st._clair
st._mary,il,hancock
st._peter,il,fayette
st._rose,il,clinton
standard,il,putnam
standard_city,il,macoupin
stanford,il,mclean
stanford_township,il,clay
stanton,il,champaign
staunton,il,macoupin
staunton_township,il,macoupin
ste._marie,il,jasper
ste._marie_township,il,jasper
steeleville,il,randolph
steger,il,will
sterling,il,whiteside
sterling_township,il,whiteside
steuben,il,marshall
stevenson,il,marion
steward,il,lee
stewardson,il,shelby
stickney,il,cook
stickney_township,il,cook
stillman_valley,il,ogle
stites,il,st._clair
stockland,il,iroquois
stockton,il,jo_daviess
stockton_township,il,jo_daviess
stone_park,il,cook
stonefort,il,williamson
stonefort_township,il,saline
stonington,il,christian
stonington_township,il,christian
stookey,il,st._clair
stoy,il,crawford
strasburg,il,shelby
stratton,il,edgar
strawn,il,livingston
streamwood,il,cook
streator,il,lasalle
stronghurst,il,henderson
stronghurst_township,il,henderson
sublette,il,lee
sublette_township,il,lee
suez,il,mercer
sugar_creek,il,clinton
sugar_grove,il,kane
sugar_grove_township,il,kane
sugar_loaf,il,st._clair
sullivan,il,moultrie
sullivan_township_(livingston_cnty),il,livingston
sullivan_township_(moultrie_cnty),il,moultrie
sullivant,il,ford
summerfield,il,st._clair
summit,il,cook
summit_township,il,effingham
sumner,il,lawrence
sumner_township_(kankakee_cnty),il,kankakee
sumner_township_(warren_cnty),il,warren
sumpter,il,cumberland
sun_river_terrace,il,kankakee
sunbury,il,livingston
swan,il,warren
swansea,il,st._clair
sycamore,il,dekalb
sycamore_township,il,dekalb
symerton,il,will
symmes,il,edgar
table_grove,il,fulton
talkington,il,sangamon
tallula,il,menard
tamalco,il,bond
tamaroa,il,perry
tamms,il,alexander
tampico,il,whiteside
tampico_township,il,whiteside
tate,il,saline
taylor,il,ogle
taylor_springs,il,montgomery
taylorville,il,christian
taylorville_township,il,christian
tennessee,il,mcdonough
tennessee_township,il,mcdonough
terre_haute,il,henderson
teutopolis,il,effingham
teutopolis_township,il,effingham
texas,il,de_witt
thawville,il,iroquois
thayer,il,sangamon
the_galena_territory,il,jo_daviess
thebes,il,alexander
third_lake,il,lake
thomasboro,il,champaign
thompson,il,jo_daviess
thompsonville,il,franklin
thomson,il,carroll
thornton,il,cook
thornton_township,il,cook
tilden,il,randolph
tilton,il,vermilion
timber,il,peoria
timberlane,il,boone
time,il,pike
tinley_park,il,cook
tiskilwa,il,bureau
todds_point,il,shelby
toledo,il,cumberland
tolono,il,champaign
tolono_township,il,champaign
toluca,il,marshall
tompkins,il,warren
tonica,il,lasalle
tonti,il,marion
topeka,il,mason
toulon,il,stark
toulon_township,il,stark
tovey,il,christian
towanda,il,mclean
towanda_township,il,mclean
tower_hill,il,shelby
tower_hill_township,il,shelby
tower_lakes,il,lake
tremont,il,tazewell
tremont_township,il,tazewell
trenton,il,clinton
trivoli,il,peoria
trout_valley,il,mchenry
troy,il,madison
troy_grove,il,lasalle
troy_grove_township,il,lasalle
troy_township,il,will
truro,il,knox
tunbridge,il,de_witt
tuscola,il,douglas
tuscola_township,il,douglas
twigg,il,hamilton
twin_grove,il,mclean
tyrone,il,franklin
ullin,il,pulaski
union,il,mchenry
union_grove,il,whiteside
union_hill,il,kankakee
union_township_(cumberland_cnty),il,cumberland
union_township_(effingham_cnty),il,effingham
union_township_(fulton_cnty),il,fulton
union_township_(livingston_cnty),il,livingston
unity,il,piatt
university_park,il,will
urbana,il,champaign
urbana_township,il,champaign
ursa,il,adams
ursa_township,il,adams
ustick,il,whiteside
utica,il,lasalle
valier,il,franklin
valley,il,stark
valley_city,il,pike
valmeyer,il,monroe
vance,il,vermilion
vandalia,il,fayette
vandalia_township,il,fayette
varna,il,marshall
venedy,il,washington
venedy_township,il,washington
venetian_village,il,lake
venice,il,madison
venice_township,il,madison
vergennes,il,jackson
vergennes_township,il,jackson
vermilion,il,edgar
vermillion,il,lasalle
vermont,il,fulton
vermont_township,il,fulton
vernon,il,marion
vernon_hills,il,lake
